1,"1"" BASE (WS)",0,"1"" BASE","1"" BASE (WS",source,,,material,0
270,HRLY MILL (END DUMP),0,HRLY MILL,HRLY MILL (END DUMP,source,,,material,0
271,HOURLY WORK TIME,0,HOURLY WORK TIME,,,,,hourly_family,0
272,CONCRETE SAND (DEXTER),0,CONCRETE SAND,CONCRETE SAND (DEXTER,source,,,material,0
273,GYPSUM,0,GYPSUM,,,,,material,0
274,AG LIME (STRACK-RED),0,AG LIME,AG LIME (STRACK-RED,source,,,material,0
275,200# RIP RAP,0,200# RIP RAP,,,,,material,0
276,RAP (WP),0,RAP,RAP (WP,source,,,material,0
277,SHINGLES (PB),0,SHINGLES,SHINGLES (PB,source,,,material,0
278,SAND (BK),0,SAND,SAND (BK,source,,,material,0
279,SCREENGINGS (ARAB),0,SCREENGINGS,SCREENGINGS (ARAB,source,,,material,0
280,"2"" MINUS (CC-VB)",0,"2"" MINUS","2"" MINUS (CC-VB",source,,,material,0
281,"1"" MINUS (CC-VB)",0,"1"" MINUS","1"" MINUS (CC-VB",source,,,material,0
282,WASHED SAND (DONIPHAN),0,WASHED SAND,WASHED SAND (DONIPHAN,source,,,material,0
283,TRAP SAND (BUTLER),0,TRAP SAND,TRAP SAND (BUTLER,source,,,material,0
284,"1"" C (BACKHAUL)",0,"1"" C","1"" C (BACKHAUL",service,,,service_in_name,0
285,HOURLY-TENDER TRLR,0,HOURLY-TENDER TRLR,,,,,hourly_family,0
286,"2 1/2"" LATERAL (ICM-DNPHN)",0,"2 1/2"" LATERAL","2 1/2"" LATERAL (ICM-DNPHN",source,,,material,0
287,"1"" M (BACKHAUL)",0,"1"" M","1"" M (BACKHAUL",service,,,service_in_name,0
289,AG LIME (SPREADING ONLY),0,AG LIME,AG LIME (SPREADING ONLY,service,,,service_in_name,0
290,SAND (BUTLER),0,SAND,SAND (BUTLER,source,,,material,0
291,HOURLY EDGE TRTMNT,0,HOURLY EDGE TRTMNT,,,,,hourly_family,0
292,SAND (MALDEN),0,SAND,SAND (MALDEN,source,,,material,0
293,HAUL BACK,0,HAUL BACK,,,,,service_in_name,0
294,"1"" CLN LNDSCP TRAP (CENTRAL STONE)",0,"1"" CLN LNDSCP TRAP","1"" CLN LNDSCP TRAP (CENTRAL STONE",source,,,material,0
295,RIP RAP (ARAB),0,RIP RAP,RIP RAP (ARAB,source,,,material,0
296,"1"" CLN BLK LNDSCAPE (CS)",0,"1"" CLN BLK LNDSCAPE","1"" CLN BLK LNDSCAPE (CS",source,,,material,0
297,TYPE 1/5,0,TYPE 1/5,,,,,material,0
299,RAP (PB),0,RAP,RAP (PB,source,,,material,0
300,SHINGLES (ARAB),0,SHINGLES,SHINGLES (ARAB,source,,,material,0
301,HRLY ASPH (HEAVY HAUL),0,HRLY ASPH,HRLY ASPH (HEAVY HAUL,source,,,material,0
302,ADJUSTMENT-PMT,0,ADJUSTMENT-PMT,,,,,material,0
303,SHINGLES (PB),0,SHINGLES,SHINGLES (PB,source,,,material,0
304,RAP (WILLOW),0,RAP,RAP (WILLOW,source,,,material,0
305,1 1/8 LNDSCP BLND (BK),0,1 1/8 LNDSCP BLND,1 1/8 LNDSCP BLND (BK,source,,,material,0
306,"1.5"" GRAVEL (BK)",0,"1.5"" GRAVEL","1.5"" GRAVEL (BK",source,,,material,0
307,"1"" CLN (ICM-DONIPHAN)",0,"1"" CLN","1"" CLN (ICM-DONIPHAN",source,,,material,0
308,TYPE 1/5 (SEMO),0,TYPE 1/5,TYPE 1/5 (SEMO,source,,,material,0
309,ADJ-ERROR,0,ADJ-ERROR,,,,,material,0
310,"2 1/2"" LATERAL (ARAB)",0,"2 1/2"" LATERAL","2 1/2"" LATERAL (ARAB",source,,,material,0
311,CREDIT CARD FEE,0,CREDIT CARD FEE,,,,,material,0
312,CC FEE (3%),0,CC FEE,CC FEE (3%,source,,,material,0
314,WASTE CONCRETE,0,WASTE CONCRETE,,,,,material,0
315,"1/2"" CLEAN (DONIPHAN)",0,"1/2"" CLEAN","1/2"" CLEAN (DONIPHAN",source,,,material,0
316,TIRE,0,TIRE,,,,,material,0
317,SCREEINGS (DON),0,SCREEINGS,SCREEINGS (DON,source,,,material,0
318,"1/2"" M (DON",0,"1/2"" M","1/2"" M (DON",source,,,material,0
319,HOURLY (CALIBRATE),0,HOURLY,HOURLY (CALIBRATE,hourly_context,,,hourly_family,0
320,SAND (WS),0,SAND,SAND (WS,source,,,material,0
321,HOURLY (ENDDUMP),0,HOURLY,HOURLY (ENDDUMP,hourly_context,,,hourly_family,0
322,RED LIME (COLT R & L),0,RED LIME,RED LIME (COLT R & L,source,,,material,0
323,MISTAKE ON WRONG RATE FOR INVOICE#17863,0,MISTAKE ON WRONG RATE FOR INVOICE#17863,,,,,material,0
324,DIRT (MATERIAL ONLY),0,DIRT,DIRT (MATERIAL ONLY,service,,,service_in_name,0
325,RED LIME (SPREADING ONLY),,RED LIME,RED LIME (SPREADING ONLY,service,,,service_in_name,0
326,WHITE LIME (SPREADING ONLY),,WHITE LIME,WHITE LIME (SPREADING ONLY,service,,,service_in_name,0
327,SHOT ROCK HALED TO ARAB,,SHOT ROCK HALED TO ARAB,,,,,material,0
328,MOVING LAB TRAILER,,MOVING LAB TRAILER,,,,,material,0
329,TRADE (HAY BALES),,TRADE,TRADE (HAY BALES,source,,,material,0
330,AG LIME (MAT & HAULING),,AG LIME,AG LIME (MAT & HAULING,service,,,service_in_name,0
336,SCREENING (DONIPHAN),,SCREENING,SCREENING (DONIPHAN,source,,,material,0
338,SCREENINGS (DONIPHAN),,SCREENINGS,SCREENINGS (DONIPHAN,source,,,material,0
339,"3/4"" CLEAN (DONIPHAN)",,"3/4"" CLEAN","3/4"" CLEAN (DONIPHAN",source,,,material,0
341,HOURLY (DITCH CHECK),,HOURLY,HOURLY (DITCH CHECK,hourly_context,,,hourly_family,0
342,ASPHALT 614,,ASPHALT 614,,,,,material,0
343,HOURLY (ROCK/SHOULDERS),,HOURLY,HOURLY (ROCK/SHOULDERS,hourly_context,,,hourly_family,0
344,HOURLY (CLEAN UP PLANT),,HOURLY,HOURLY (CLEAN UP PLANT,hourly_context,,,hourly_family,0
345,RAP  PB 614,,RAP  PB 614,,,,,material,0
346,HOURLY (BRIDGE WORK),,HOURLY,HOURLY (BRIDGE WORK,hourly_context,,,hourly_family,0
347,AG LIME (HEARTLAND),,AG LIME,AG LIME (HEARTLAND,source,,,material,0
348,AGLIME (SPREADING ONLY)By The Acre,,AGLIME,AGLIME (SPREADING ONLY,service,,,service_in_name,0
349,COLT R&L (MAT/HAUL/SPRDNG),,COLT R&L,COLT R&L (MAT/HAUL/SPRDNG,service,,,service_in_name,0
351,HOURLY (WASTE ROCK),,HOURLY,HOURLY (WASTE ROCK,hourly_context,,,hourly_family,0
352,"3/8"" PUG ROCK (CANE CREEK)",,"3/8"" PUG ROCK","3/8"" PUG ROCK (CANE CREEK",source,,,material,0
353,HOURLY (DRIVEWAYS),,HOURLY,HOURLY (DRIVEWAYS,hourly_context,,,hourly_family,0
354,3/8 CHIPS,,3/8 CHIPS,,,,,material,0
355,HOURLY (REMOVING ASPHALT),,HOURLY,HOURLY (REMOVING ASPHALT,hourly_context,,,hourly_family,0
359,"3/4"" DIRTY BASE (GADS HILL)",,"3/4"" DIRTY BASE","3/4"" DIRTY BASE (GADS HILL",source,,,material,0
360,HOURLY JOB 23002.2 ACCIDENT 1000002,,HOURLY JOB 23002.2 ACCIDENT 1000002,,,,,hourly_family,0
361,HOURLY ASPHALT SIDE ROADS,,HOURLY ASPHALT SIDE ROADS,,,,,hourly_family,0
362,TRAP SAND (IRON MTN),,TRAP SAND,TRAP SAND (IRON MTN,source,,,material,0
363,SHOP HOURS,,SHOP HOURS,,,,,material,0
364,HOURLY  MILL DRIVEWAYS,,HOURLY  MILL DRIVEWAYS,,,,,hourly_family,0
365,HOURLY MAN SAND (ICM-WS),,HOURLY MAN SAND,HOURLY MAN SAND (ICM-WS,hourly_context,,,hourly_family,0
366,HOURLY ROCK (ICM-WP),,HOURLY ROCK,HOURLY ROCK (ICM-WP,hourly_context,,,hourly_family,0
367,TYPE 5 BASE PERRYVILLE,,TYPE 5 BASE PERRYVILLE,,,,,material,0
368,HOURLY REJECTED LOAD ,,HOURLY REJECTED LOAD,,,,,hourly_family,0
369,HOURLY MAN SAND,,HOURLY MAN SAND,,,,,hourly_family,0
370,"1"" BASE COLT",,"1"" BASE COLT",,,,,material,0
371,TYPE V BASE (ICM-W. Plains),,TYPE V BASE,TYPE V BASE (ICM-W. Plains,source,,,material,0
372,TYPE 1 BASE,,TYPE 1 BASE,,,,,material,0
376,HOURLY (TRAILER MOVE),,HOURLY,HOURLY (TRAILER MOVE,hourly_context,,,hourly_family,0
378,TYPE 5 (BASE ROCK FRT.LND.),,TYPE 5,TYPE 5 (BASE ROCK FRT.LND.,source,,,material,0
379,CLAY STRIPPING (WS),,CLAY STRIPPING,CLAY STRIPPING (WS,source,,,material,0
380,HOURLY (ASPHALT/PLANT DOWN),,HOURLY,HOURLY (ASPHALT/PLANT DOWN,hourly_context,,,hourly_family,0
381,"3 3/8""CLEAN  (FARMINGTON)",,"3 3/8""CLEAN","3 3/8""CLEAN  (FARMINGTON",source,,,material,0
382,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,,HOURLY,HOURLY (DRIVWAY REPAIR & SHOULDER ROCK,hourly_context,,,hourly_family,0
383,MFG SAND (IRON MNT.),,MFG SAND,MFG SAND (IRON MNT.,source,,,material,0
384,DRIVE TIME (PER KYLE),,DRIVE TIME,DRIVE TIME (PER KYLE,source,,,material,0
385,HOURLY (STOCKPILING ROCK),,HOURLY,HOURLY (STOCKPILING ROCK,hourly_context,,,hourly_family,0
386,TYPE 5 BASE (CAPITAL),,TYPE 5 BASE,TYPE 5 BASE (CAPITAL,source,,,material,0
387,"3/4"" CLEAN (CC)",,"3/4"" CLEAN","3/4"" CLEAN (CC",source,,,material,0
388,"43 1/2""X1/4"" (IRON MNT.)",,"43 1/2""X1/4""","43 1/2""X1/4"" (IRON MNT.",source,,,material,0
389,WOOD CHIPS/MULCH (ELLSINORE),,WOOD CHIPS/MULCH,WOOD CHIPS/MULCH (ELLSINORE,source,,,material,0
390,HOURLY (Stockpile),,HOURLY,HOURLY (Stockpile,hourly_context,,,hourly_family,0
391,HOURLY (PLANT CLEAN OUT),,HOURLY,HOURLY (PLANT CLEAN OUT,hourly_context,,,hourly_family,0
392,HOURLY (CLEAN UP/HAUL BACK),,HOURLY,HOURLY (CLEAN UP/HAUL BACK,hourly_context,,,hourly_family,0
393,"3/4"" CLEAN (BLUEWING-PB)",,"3/4"" CLEAN","3/4"" CLEAN (BLUEWING-PB",source,,,material,0
394,"3/8"" CLEAN (BLUEWING PB)",,"3/8"" CLEAN","3/8"" CLEAN (BLUEWING PB",source,,,material,0
395,"1"" MINUS (BLUEWING PB)",,"1"" MINUS","1"" MINUS (BLUEWING PB",source,,,material,0
396,"1"" CLEAN (BLUEWING PB)",,"1"" CLEAN","1"" CLEAN (BLUEWING PB",source,,,material,0
397,HOURLY (SHOULDERS/DRIVEWAYS),,HOURLY,HOURLY (SHOULDERS/DRIVEWAYS,hourly_context,,,hourly_family,0
398,OVERSIZED GRAVEL (DEXTER),,OVERSIZED GRAVEL,OVERSIZED GRAVEL (DEXTER,source,,,material,0
399,"2"" MINUS (SEMO)",,"2"" MINUS","2"" MINUS (SEMO",source,,,material,0
400,"1/2"" MINUS (BLUEWING PB)",,"1/2"" MINUS","1/2"" MINUS (BLUEWING PB",source,,,material,0
401,STATE CONCRETE SAND (DEXTER),,STATE CONCRETE SAND,STATE CONCRETE SAND (DEXTER,source,,,material,0
402,"FR 1/2"" DOLOMITE (SEMO)",,"FR 1/2"" DOLOMITE","FR 1/2"" DOLOMITE (SEMO",source,,,material,0
404,"3"" MINUS (SEMO)",,"3"" MINUS","3"" MINUS (SEMO",source,,,material,0
405,"3"" CLEAN (SEMO)",,"3"" CLEAN","3"" CLEAN (SEMO",source,,,material,0
406,"1/4"" MINUS",,"1/4"" MINUS",,,,,material,0
408,HOURLY (COLD MIX),,HOURLY,HOURLY (COLD MIX,hourly_context,,,hourly_family,0
409,ASPHALT SAND (BRENDA KAY),,ASPHALT SAND,ASPHALT SAND (BRENDA KAY,source,,,material,0
411,GYPSUM (Prairie State),,GYPSUM,GYPSUM (Prairie State,source,,,material,0
412,TYPE 5 (BASE ROCK),,TYPE 5,TYPE 5 (BASE ROCK,source,,,material,0
416,TYPE 5 (ICM-ARAB),,TYPE 5,TYPE 5 (ICM-ARAB,source,,,material,0
417,HOURLY (HAULING MILLINGS),,HOURLY,HOURLY (HAULING MILLINGS,hourly_context,,,hourly_family,0
418,OVERSIZE GRAVEL (WS),,OVERSIZE GRAVEL,OVERSIZE GRAVEL (WS,source,,,material,0
419,SHINGLES (WEST PLAINS),,SHINGLES,SHINGLES (WEST PLAINS,source,,,material,0
420,HOURLY (MOVING LIME GRAIN BINS TO FLD),,HOURLY,HOURLY (MOVING LIME GRAIN BINS TO FLD,hourly_context,,,hourly_family,0
422,TYPE 5 BASE (MANSFIELD),,TYPE 5 BASE,TYPE 5 BASE (MANSFIELD,source,,,material,0
423,"1"" BASE (WEST PLAINS)",,"1"" BASE","1"" BASE (WEST PLAINS",source,,,material,0
424,"3"" CLEAN (BLUEWING)",,"3"" CLEAN","3"" CLEAN (BLUEWING",source,,,material,0
425,"3/8"" CLEAN (FRUITLAND ASPHALT)",,"3/8"" CLEAN","3/8"" CLEAN (FRUITLAND ASPHALT",source,,,material,0
427,HOURLY WORK TIME (PLANT),,HOURLY WORK TIME,HOURLY WORK TIME (PLANT,hourly_context,,,hourly_family,0
429,SHOW UP/ MILL & FILL,,SHOW UP/ MILL & FILL,,,,,material,0
430,"1"" BASE (ICM-Houston)",,"1"" BASE","1"" BASE (ICM-Houston",source,,,material,0
431,"2"" MINUS (BLUEWING PB)",,"2"" MINUS","2"" MINUS (BLUEWING PB",source,,,material,0
432,"1"" BASE (TAX EXEMPT) ICM-Arab",,"1"" BASE","1"" BASE (TAX EXEMPT",source,,,material,0
433,OVERSIZE GRAVEL(BLUEWING),,OVERSIZE GRAVEL,OVERSIZE GRAVEL(BLUEWING,source,,,material,0
434,"2"" CLEAN (BLUEWING PB)",,"2"" CLEAN","2"" CLEAN (BLUEWING PB",source,,,material,0
435,HOURLY HAULING,,HOURLY HAULING,,,,,hourly_family,0
436,"2 1/2"" BASE (ICM-DONIPHAN)",,"2 1/2"" BASE","2 1/2"" BASE (ICM-DONIPHAN",source,,,material,0
437,"1/2"" CLEAN (ICM-DONIPHAN)",,"1/2"" CLEAN","1/2"" CLEAN (ICM-DONIPHAN",source,,,material,0
438,Pea Gravel (DRTY) DXTR (Material Only),,Pea Gravel,Pea Gravel (DRTY,source,DXTR (Material Only,service,material,0
439,Pea Gravel (CLN) DXTR SND (Material Only),,Pea Gravel,Pea Gravel (CLN,source,DXTR SND (Material Only,service,material,0
440,BACK HAUL RAP/MILLING,,BACK HAUL RAP/MILLING,,,,,service_in_name,0
441,"1"" MINUS (GRAY'S POINT) HAULING ONLY",,"1"" MINUS","1"" MINUS (GRAY'S POINT",source,,,service_in_name,0
442,"2"" MINUS (STOCKPILE)",,"2"" MINUS","2"" MINUS (STOCKPILE",source,,,material,0
443,HUB OIL (NAPA),,HUB OIL,HUB OIL (NAPA,source,,,material,0
445,TYPE 1/5 BASE (VB),,TYPE 1/5 BASE,TYPE 1/5 BASE (VB,source,,,material,0
446,CONCRETE SAND (BRENDA KAY),,CONCRETE SAND,CONCRETE SAND (BRENDA KAY,source,,,material,0
447,BIT BASE (FRUITLAND),,BIT BASE,BIT BASE (FRUITLAND,source,,,material,0
448,SERF LEVELING (FRUITLAND),,SERF LEVELING,SERF LEVELING (FRUITLAND,source,,,material,0
449,"2"" MINUS (BASE ROCK)",,"2"" MINUS","2"" MINUS (BASE ROCK",source,,,material,0
450,SLATE LANDSCAPING ROCK (SEMO Land Designs),,SLATE LANDSCAPING ROCK,SLATE LANDSCAPING ROCK (SEMO Land Designs,source,,,material,0
451,"1/2"" CLEAN (ICM-HOUSTON)",,"1/2"" CLEAN","1/2"" CLEAN (ICM-HOUSTON",source,,,material,0
452,HOURLY (WORK TIME),,HOURLY,HOURLY (WORK TIME,hourly_context,,,hourly_family,0
453,HOURLY (MILLING-SHOULDERS),,HOURLY,HOURLY (MILLING-SHOULDERS,hourly_context,,,hourly_family,0
456,HOURLY ASPHALT 18-20 Tons,,HOURLY ASPHALT 18-20 Tons,,,,,hourly_family,0
457,HOURLY ASPHALT 21-24 Tons,,HOURLY ASPHALT 21-24 Tons,,,,,hourly_family,0
459,MISC,,MISC,,,,,material,0
460,HOURLY (SHOULDERS/RAMPS),,HOURLY,HOURLY (SHOULDERS/RAMPS,hourly_context,,,hourly_family,0
461,SURF. LEVELING,,SURF. LEVELING,,,,,material,0
463,LOADING DIRT,,LOADING DIRT,,,,,material,0
464,"WASHED 1"" OPEN (DEXTER)",,"WASHED 1"" OPEN","WASHED 1"" OPEN (DEXTER",source,,,material,0
465,"1/2"" MINUS (ICM-Doniphan)",,"1/2"" MINUS","1/2"" MINUS (ICM-Doniphan",source,,,material,0
466,HOURLY (RAMP MATERIAL),,HOURLY,HOURLY (RAMP MATERIAL,hourly_context,,,hourly_family,0
467,HOURLY EXCAVATOR,,HOURLY EXCAVATOR,,,,,hourly_family,0
468,"5/8"" TRAP (BUTLER)",,"5/8"" TRAP","5/8"" TRAP (BUTLER",source,,,material,0
469,HOURLY HOLD TIME ,,HOURLY HOLD TIME,,,,,hourly_family,0
470,HOURLY (HAULING SHINGLES),,HOURLY,HOURLY (HAULING SHINGLES,hourly_context,,,hourly_family,0
471,GABION STONE (BLUEWING),,GABION STONE,GABION STONE (BLUEWING,source,,,material,0
472,"SCREENINGS/TURKEY GRIT (ICM) 1/4"" Minus",,SCREENINGS/TURKEY GRIT,SCREENINGS/TURKEY GRIT (ICM,source,,,material,1
473,"1/4"" MINUS (STOCKPILE)",,"1/4"" MINUS","1/4"" MINUS (STOCKPILE",source,,,material,0
474,"1/4
1/4"" MINUS (BLUEWING PB)",,"1/4
1/4"" MINUS","1/4
1/4"" MINUS (BLUEWING PB",source,,,material,0
475,HOURLY (DIRT HAUL),,HOURLY,HOURLY (DIRT HAUL,hourly_context,,,hourly_family,0
476,"3/8"" MINUS (BLUEWING-PB)",,"3/8"" MINUS","3/8"" MINUS (BLUEWING-PB",source,,,material,0
477,"1/2"" CLEAN (BLUEWING-PB)",,"1/2"" CLEAN","1/2"" CLEAN (BLUEWING-PB",source,,,material,0
478,HAULING SAND,,HAULING SAND,,,,,service_in_name,0
480,CLASS 7 BASE (BW),,CLASS 7 BASE,CLASS 7 BASE (BW,source,,,material,0
481,HOURLY (SAND) FARMINGTON,,HOURLY,HOURLY (SAND,hourly_context,,,hourly_family,0
483,HOURLY (CURB MIX),,HOURLY,HOURLY (CURB MIX,hourly_context,,,hourly_family,0
484,HOURLY (SHINGLES) FARMINGTON,,HOURLY,HOURLY (SHINGLES,hourly_context,,,hourly_family,0
485,ASPHALT (DELTA DEXTER),,ASPHALT,ASPHALT (DELTA DEXTER,source,,,material,0
486,"3"" MINUS (BLUEWING)",,"3"" MINUS","3"" MINUS (BLUEWING",source,,,material,0
487,"1"" CLEAN LANDSCAPE BLK (BUTLER HILL)",,"1"" CLEAN LANDSCAPE BLK","1"" CLEAN LANDSCAPE BLK (BUTLER HILL",source,,,material,0
488,"3/8"" CLEAN (VB Bluewing)",,"3/8"" CLEAN","3/8"" CLEAN (VB Bluewing",source,,,material,0
489,ASPHALT (MINERAL AREA),,ASPHALT,ASPHALT (MINERAL AREA,source,,,material,0
490,TYPE 1/5 BASE (BW),,TYPE 1/5 BASE,TYPE 1/5 BASE (BW,source,,,material,0
491,TYPE 1/5 (COLT),,TYPE 1/5,TYPE 1/5 (COLT,source,,,material,0
492,"AG LIME (MAT, HAUL, SPRD) BaseRock",,AG LIME,"AG LIME (MAT, HAUL, SPRD",service,,,service_in_name,0
493,HOURLY (CAREER DAY),,HOURLY,HOURLY (CAREER DAY,hourly_context,,,hourly_family,0
494,ASPHALT (ROBERTSON),,ASPHALT,ASPHALT (ROBERTSON,source,,,material,0
495,HOURLY (COAL HAUL),,HOURLY,HOURLY (COAL HAUL,hourly_context,,,hourly_family,0
496,"2"" CLEAN (BASE ROCK)",,"2"" CLEAN","2"" CLEAN (BASE ROCK",source,,,material,0
497,HAULING (ROCK),,HAULING,HAULING (ROCK,service,,,service_in_name,0
498,"8"" BASE ROCK (BW)",,"8"" BASE ROCK","8"" BASE ROCK (BW",source,,,material,0
499,Hourly(RipRap),,Hourly,Hourly(RipRap,hourly_context,,,hourly_family,0
500,AG LIME (FISCHER QUARRY),,AG LIME,AG LIME (FISCHER QUARRY,source,,,material,0
501,"1"" MINUS (BLUEWING-VB)",,"1"" MINUS","1"" MINUS (BLUEWING-VB",source,,,material,0
502,"1"" CLEAN WASH ROCK (BLUEWING-DON)",,"1"" CLEAN WASH ROCK","1"" CLEAN WASH ROCK (BLUEWING-DON",source,,,material,0
504,TYPE 2 ROCK BLANKET (BW),,TYPE 2 ROCK BLANKET,TYPE 2 ROCK BLANKET (BW,source,,,material,0
505,Rip Rap #200 (BW),,Rip Rap #200,Rip Rap #200 (BW,source,,,material,0
506,Bedding Material (BW),,Bedding Material,Bedding Material (BW,source,,,material,0
507,"AG LIME (MAT, HAUL, SPRD) STOCKPILE",,AG LIME,"AG LIME (MAT, HAUL, SPRD",service,,,service_in_name,0
508,"1"" WASHED GRAVEL (ICM DONIPHAN)",,"1"" WASHED GRAVEL","1"" WASHED GRAVEL (ICM DONIPHAN",source,,,material,0
509,AGLIME (JACKSON QUARRY),,AGLIME,AGLIME (JACKSON QUARRY,source,,,material,0
510,"1/2"" MINUS (CAPE QUARRY)",,"1/2"" MINUS","1/2"" MINUS (CAPE QUARRY",source,,,material,0
511,TOPSOIL (ICM),,TOPSOIL,TOPSOIL (ICM,source,,,material,0
512,"8"" CLN (CAP QUARRIES) Material Only",,"8"" CLN","8"" CLN (CAP QUARRIES",source,,,service_in_name,0
513,WASHED PEA GRAVEL (ICM-DONIPHAN),,WASHED PEA GRAVEL,WASHED PEA GRAVEL (ICM-DONIPHAN,source,,,material,0
514,"1"" CLEAN (ICM-DONIPHAN)",,"1"" CLEAN","1"" CLEAN (ICM-DONIPHAN",source,,,material,0
515,"3/4"" CLEAN (ICM-DONIPHAN)",,"3/4"" CLEAN","3/4"" CLEAN (ICM-DONIPHAN",source,,,material,0
516,COW MANURE,,COW MANURE,,,,,material,0
517,HOURLY (INTERSECTION REPAIR),,HOURLY,HOURLY (INTERSECTION REPAIR,hourly_context,,,hourly_family,0
518,CLAY BASE (ICM-ARAB),,CLAY BASE,CLAY BASE (ICM-ARAB,source,,,material,0
519,HOURLY (ASPHALT/CLEAN UP),,HOURLY,HOURLY (ASPHALT/CLEAN UP,hourly_context,,,hourly_family,0
520,HOURLY (INTERSECTION),,HOURLY,HOURLY (INTERSECTION,hourly_context,,,hourly_family,0
521,ACCIDENT DOWN TIME,,ACCIDENT DOWN TIME,,,,,material,0
